kernel,fixture_source,fixture_token,coarse_native_cuda,audit_status,external_libraries,implementation_form,native_cuda_source,evidence_symbol,confidence,notes
aten_scatter_fill_cpu,aten/src/ATen/native/cpu/ScatterGatherKernel.cpp,scatter_fill_cpu_kernel,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/ScatterGatherKernel.cu,scatter_fill_cuda_kernel,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_scatter_reduce_cpu,aten/src/ATen/native/cpu/ScatterGatherKernel.cpp,scatter_reduce_cpu_kernel,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/ScatterGatherKernel.cu,scatter_reduce_cuda_kernel,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_scatter_reduce_expanded_index_cpu,aten/src/ATen/native/cpu/ScatterGatherKernel.cpp,scatter_reduce_expanded_index_kernel,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,CUDA_PATH_REVIEWED_NO_EXTERNAL_EVIDENCE,,,MEDIUM,"CUDA support is reported and the reverse audit of cuBLAS/cuDNN/cuSPARSE/cuSOLVER/cuFFT/CUB/Thrust/CUTLASS call sites found no route for this fixture. The exact CUDA symbol is not yet pinned, so this is weaker than a direct dispatch trace."
aten_scatter_reduce_two_cpu,aten/src/ATen/native/cpu/ScatterGatherKernel.cpp,scatter_reduce_two_cpu_kernel,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/ScatterGatherKernel.cu,scatter_reduce_two_cuda_kernel,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_scatter_scalar_reduce_cpu,aten/src/ATen/native/cpu/ScatterGatherKernel.cpp,scatter_scalar_reduce_cpu_kernel,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/ScatterGatherKernel.cu,scatter_scalar_reduce_cuda_kernel,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_searchsorted_cpu,aten/src/ATen/native/Bucketization.cpp,searchsorted_cpu_contiguous,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,CUDA_PATH_REVIEWED_NO_EXTERNAL_EVIDENCE,,,MEDIUM,"CUDA support is reported and the reverse audit of cuBLAS/cuDNN/cuSPARSE/cuSOLVER/cuFFT/CUB/Thrust/CUTLASS call sites found no route for this fixture. The exact CUDA symbol is not yet pinned, so this is weaker than a direct dispatch trace."
aten_segment_reduce_lengths_backward_cpu,aten/src/ATen/native/SegmentReduce.cpp,_segment_reduce_cpu_lengths_backward_kernel1,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,CUDA_PATH_REVIEWED_NO_EXTERNAL_EVIDENCE,,,MEDIUM,"CUDA support is reported and the reverse audit of cuBLAS/cuDNN/cuSPARSE/cuSOLVER/cuFFT/CUB/Thrust/CUTLASS call sites found no route for this fixture. The exact CUDA symbol is not yet pinned, so this is weaker than a direct dispatch trace."
aten_segment_reduce_lengths_cpu,aten/src/ATen/native/SegmentReduce.cpp,_segment_reduce_lengths_cpu_kernel1,yes,EXTERNAL_LIBRARY,CUB,CONDITIONAL_TEMPLATE_BACKEND,aten/src/ATen/native/cuda/SegmentReduce.cu,cub::DeviceSegmentedReduce::Reduce,HIGH,The supported contiguous segment-reduction route uses CUB; other cases use ATen CUDA kernels.
aten_sgn_complex_scalarized,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,sgn_kernel,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/UnarySignKernels.cu,sgn_kernel_cuda,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_shrink_backward,aten/src/ATen/native/cpu/Activation.cpp,shrink_backward_kernel,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/ActivationSoftshrinkKernel.cu,shrink_backward_kernel,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_sigmoid,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,sigmoid_kernel,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/UnarySpecialOpsKernel.cu,sigmoid_kernel_cuda,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_sigmoid_backward,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,sigmoid_backward_kernel,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/BinaryMiscBackwardOpsKernels.cu,sigmoid_backward_kernel_cuda,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_sign,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,sign_kernel,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/UnarySignKernels.cu,sign_kernel_cuda,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_signbit,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,signbit_kernel,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/UnarySignKernels.cu,signbit_kernel_cuda,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_silu,aten/src/ATen/native/Activation.cpp,silu,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,CUDA_PATH_REVIEWED_NO_EXTERNAL_EVIDENCE,,,MEDIUM,"CUDA support is reported and the reverse audit of cuBLAS/cuDNN/cuSPARSE/cuSOLVER/cuFFT/CUB/Thrust/CUTLASS call sites found no route for this fixture. The exact CUDA symbol is not yet pinned, so this is weaker than a direct dispatch trace."
aten_silu_backward,aten/src/ATen/native/cpu/Activation.cpp,silu_backward_kernel,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/ActivationSiluKernel.cu,silu_backward_kernel,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_silu_cpu,aten/src/ATen/native/cpu/Activation.cpp,silu_kernel,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/ActivationSiluKernel.cu,silu_kernel,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_sin,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,sin_kernel,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/UnaryGeometricAsinKernel.cu|aten/src/ATen/native/cuda/UnaryGeometricSinKernel.cu,asin_kernel_cuda|sin_kernel_cuda,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_sinc,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,sinc_kernel,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/UnarySpecialOpsKernel.cu,sinc_kernel_cuda,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_sinh,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,sinh_kernel,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/UnaryGeometricAsinhKernel.cu|aten/src/ATen/native/cuda/UnaryGeometricSinhKernel.cu,asinh_kernel_cuda|sinh_kernel_cuda,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_slow_conv3d_backward_input_cpu,aten/src/ATen/native/ConvolutionMM3d.cpp,slow_conv3d_backward_out_cpu_template,no,NO_DIRECT_CUDA_COUNTERPART,,NO_DIRECT_CUDA_COUNTERPART,,,MEDIUM,The existing exhaustive CUDA-availability audit found no direct counterpart; a public ATen composition may still execute on CUDA.
aten_slow_conv3d_backward_weight_cpu,aten/src/ATen/native/ConvolutionMM3d.cpp,slow_conv3d_backward_parameters_out_cpu_template,no,NO_DIRECT_CUDA_COUNTERPART,,NO_DIRECT_CUDA_COUNTERPART,,,MEDIUM,The existing exhaustive CUDA-availability audit found no direct counterpart; a public ATen composition may still execute on CUDA.
aten_slow_conv3d_forward_cpu,aten/src/ATen/native/ConvolutionMM3d.cpp,slow_conv3d_forward_out_cpu,no,NO_DIRECT_CUDA_COUNTERPART,,NO_DIRECT_CUDA_COUNTERPART,,,MEDIUM,The existing exhaustive CUDA-availability audit found no direct counterpart; a public ATen composition may still execute on CUDA.
aten_smooth_l1_backward,aten/src/ATen/native/cpu/PointwiseOpsKernel.cpp,smooth_l1_backward_cpu_kernel,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/PointwiseOpsKernel.cu,smooth_l1_backward_cuda_kernel,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_smooth_l1_elementwise,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,smooth_l1_kernel,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/BinaryMiscOpsKernels.cu,smooth_l1_kernel_cuda,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_sobol_draw_cpu,aten/src/ATen/native/SobolEngineOps.cpp,_sobol_engine_draw,no,NO_DIRECT_CUDA_COUNTERPART,,NO_DIRECT_CUDA_COUNTERPART,,,MEDIUM,The existing exhaustive CUDA-availability audit found no direct counterpart; a public ATen composition may still execute on CUDA.
aten_sobol_fast_forward_cpu,aten/src/ATen/native/SobolEngineOps.cpp,_sobol_engine_ff_,no,NO_DIRECT_CUDA_COUNTERPART,,NO_DIRECT_CUDA_COUNTERPART,,,MEDIUM,The existing exhaustive CUDA-availability audit found no direct counterpart; a public ATen composition may still execute on CUDA.
aten_sobol_initialize_cpu,aten/src/ATen/native/SobolEngineOps.cpp,_sobol_engine_initialize_state_,no,NO_DIRECT_CUDA_COUNTERPART,,NO_DIRECT_CUDA_COUNTERPART,,,MEDIUM,The existing exhaustive CUDA-availability audit found no direct counterpart; a public ATen composition may still execute on CUDA.
aten_sobol_scramble_cpu,aten/src/ATen/native/SobolEngineOps.cpp,_sobol_engine_scramble_,no,NO_DIRECT_CUDA_COUNTERPART,,NO_DIRECT_CUDA_COUNTERPART,,,MEDIUM,The existing exhaustive CUDA-availability audit found no direct counterpart; a public ATen composition may still execute on CUDA.
aten_softmax,aten/src/ATen/native/cpu/SoftMaxKernel.cpp,softmax,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,CUDA_PATH_REVIEWED_NO_EXTERNAL_EVIDENCE,,,MEDIUM,"CUDA support is reported and the reverse audit of cuBLAS/cuDNN/cuSPARSE/cuSOLVER/cuFFT/CUB/Thrust/CUTLASS call sites found no route for this fixture. The exact CUDA symbol is not yet pinned, so this is weaker than a direct dispatch trace."
aten_softplus,aten/src/ATen/native/cpu/Activation.cpp,softplus_kernel,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/ActivationSoftplusKernel.cu,softplus_kernel,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_softplus_backward,aten/src/ATen/native/cpu/Activation.cpp,softplus_backward_kernel,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/ActivationSoftplusKernel.cu,softplus_backward_kernel,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_softshrink,aten/src/ATen/native/cpu/Activation.cpp,softshrink_kernel,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/ActivationSoftshrinkKernel.cu,softshrink_kernel,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_sort_cpu,aten/src/ATen/native/cpu/SortingKernel.cpp,sort_kernel,yes,EXTERNAL_LIBRARY,CUB|Thrust,CONDITIONAL_TEMPLATE_BACKEND,aten/src/ATen/native/cuda/SortStable.cu|aten/src/ATen/native/cuda/SortImpl.cu,cuda::cub::radix_sort_*|thrust::stable_sort_by_key,HIGH,"The chosen CUDA sorting path depends on dtype, dimension length, stability, and build configuration."
aten_sparse_add_values_cpu,aten/src/ATen/native/sparse/SparseTensorMath.cpp,add_out_sparse_contiguous,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,CUDA_PATH_REVIEWED_NO_EXTERNAL_EVIDENCE,,,MEDIUM,"CUDA support is reported and the reverse audit of cuBLAS/cuDNN/cuSPARSE/cuSOLVER/cuFFT/CUB/Thrust/CUTLASS call sites found no route for this fixture. The exact CUDA symbol is not yet pinned, so this is weaker than a direct dispatch trace."
aten_sparse_addmm_cpu,aten/src/ATen/native/sparse/SparseTensorMath.cpp,s_addmm_out_sparse_dense_worker,no,EXTERNAL_LIBRARY,cuSPARSE,MIXED_EXTERNAL_AND_ATEN_KERNELS,aten/src/ATen/native/sparse/cuda/SparseCUDATensorMath.cu|aten/src/ATen/native/sparse/cuda/SparseBlasImpl.cpp,cusparseSpMM,HIGH,COO metadata is converted/prepared by ATen before the CSR sparse-dense multiply.
aten_sparse_addmv_bsr_cpu,aten/src/ATen/native/sparse/SparseBlasImpl.cpp,addmv_sparse_bsr,yes,EXTERNAL_LIBRARY,cuSPARSE,LINKED_FIXED_LIBRARY,aten/src/ATen/native/sparse/cuda/SparseBlasImpl.cpp,bsrmv|cusparseSpMV,HIGH,The compressed sparse CUDA addmv implementation calls cuSPARSE.
aten_sparse_addmv_csr_cpu,aten/src/ATen/native/sparse/SparseBlasImpl.cpp,addmv_sparse_csr,yes,EXTERNAL_LIBRARY,cuSPARSE,LINKED_FIXED_LIBRARY,aten/src/ATen/native/sparse/cuda/SparseBlasImpl.cpp,cusparseSpMV,HIGH,The CSR CUDA addmv implementation calls cuSPARSE SpMV.
aten_sparse_bmm_cpu,aten/src/ATen/native/sparse/SparseTensorMath.cpp,bmm_out_sparse_cpu,no,NO_DIRECT_CUDA_COUNTERPART,,NO_DIRECT_CUDA_COUNTERPART,,,MEDIUM,The existing exhaustive CUDA-availability audit found no direct counterpart; a public ATen composition may still execute on CUDA.
aten_sparse_coo_softmax_backward_cpu,aten/src/ATen/native/sparse/SoftMax.cpp,cpu_sparse_coo_softmax_backward,no,EXTERNAL_LIBRARY,Thrust,MIXED_EXTERNAL_AND_ATEN_KERNELS,aten/src/ATen/native/sparse/cuda/SoftMax.cu,thrust::lower_bound|for_each,HIGH,The CUDA sparse-softmax backward path uses Thrust primitives plus ATen kernels.
aten_sparse_coo_softmax_cpu,aten/src/ATen/native/sparse/SoftMax.cpp,cpu_sparse_coo_softmax,no,EXTERNAL_LIBRARY,Thrust,MIXED_EXTERNAL_AND_ATEN_KERNELS,aten/src/ATen/native/sparse/cuda/SoftMax.cu,thrust::sort|reduce_by_key|exclusive_scan,HIGH,The CUDA sparse-softmax path uses Thrust primitives plus ATen kernels.
aten_sparse_coo_to_csr_cpu,aten/src/ATen/native/SparseTensorUtils.cpp,coo_to_csr,no,NO_DIRECT_CUDA_COUNTERPART,,NO_DIRECT_CUDA_COUNTERPART,,,MEDIUM,The existing exhaustive CUDA-availability audit found no direct counterpart; a public ATen composition may still execute on CUDA.
aten_sparse_csr_add_dense_cpu,aten/src/ATen/native/sparse/SparseCsrTensorMath.cpp,add_out_dense_sparse_compressed_cpu,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,CUDA_PATH_REVIEWED_NO_EXTERNAL_EVIDENCE,,,MEDIUM,"CUDA support is reported and the reverse audit of cuBLAS/cuDNN/cuSPARSE/cuSOLVER/cuFFT/CUB/Thrust/CUTLASS call sites found no route for this fixture. The exact CUDA symbol is not yet pinned, so this is weaker than a direct dispatch trace."
aten_sparse_csr_addmm_cpu,aten/src/ATen/native/sparse/SparseCsrTensorMath.cpp,addmm_out_sparse_csr_native_cpu,yes,EXTERNAL_LIBRARY,cuSPARSE,LINKED_FIXED_LIBRARY,aten/src/ATen/native/sparse/cuda/SparseBlasImpl.cpp,cusparseSpMM,HIGH,The CSR CUDA addmm implementation calls cuSPARSE SpMM for supported layouts.
aten_sparse_csr_reduce_all_cpu,aten/src/ATen/native/sparse/SparseCsrTensorMath.cpp,reduce_sparse_csr_dim01_cpu_template,no,NO_DIRECT_CUDA_COUNTERPART,,NO_DIRECT_CUDA_COUNTERPART,,,MEDIUM,The existing exhaustive CUDA-availability audit found no direct counterpart; a public ATen composition may still execute on CUDA.
aten_sparse_csr_reduce_dim0_cpu,aten/src/ATen/native/sparse/SparseCsrTensorMath.cpp,reduce_sparse_csr_dim0_cpu_template,no,NO_DIRECT_CUDA_COUNTERPART,,NO_DIRECT_CUDA_COUNTERPART,,,MEDIUM,The existing exhaustive CUDA-availability audit found no direct counterpart; a public ATen composition may still execute on CUDA.
aten_sparse_csr_reduce_dim1_cpu,aten/src/ATen/native/sparse/SparseCsrTensorMath.cpp,reduce_sparse_csr_dim1_cpu_template,no,NO_DIRECT_CUDA_COUNTERPART,,NO_DIRECT_CUDA_COUNTERPART,,,MEDIUM,The existing exhaustive CUDA-availability audit found no direct counterpart; a public ATen composition may still execute on CUDA.
aten_sparse_dense_intersection_cpu,aten/src/ATen/native/sparse/SparseTensorMath.cpp,intersection_binary_op_sparse_dense_out,no,NO_DIRECT_CUDA_COUNTERPART,,NO_DIRECT_CUDA_COUNTERPART,,,MEDIUM,The existing exhaustive CUDA-availability audit found no direct counterpart; a public ATen composition may still execute on CUDA.
aten_sparse_flatten_indices_cpu,aten/src/ATen/native/SparseTensorUtils.cpp,flatten_indices_by_dims,no,NO_DIRECT_CUDA_COUNTERPART,,NO_DIRECT_CUDA_COUNTERPART,,,MEDIUM,The existing exhaustive CUDA-availability audit found no direct counterpart; a public ATen composition may still execute on CUDA.
aten_sparse_full_coo_indices_cpu,aten/src/ATen/native/SparseTensorUtils.cpp,full_coo_indices,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,CUDA_PATH_REVIEWED_NO_EXTERNAL_EVIDENCE,,,MEDIUM,"CUDA support is reported and the reverse audit of cuBLAS/cuDNN/cuSPARSE/cuSOLVER/cuFFT/CUB/Thrust/CUTLASS call sites found no route for this fixture. The exact CUDA symbol is not yet pinned, so this is weaker than a direct dispatch trace."
aten_sparse_intersection_apply_cpu,aten/src/ATen/native/sparse/SparseBinaryOpIntersectionKernel.cpp,apply,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,CUDA_PATH_REVIEWED_NO_EXTERNAL_EVIDENCE,,,MEDIUM,"CUDA support is reported and the reverse audit of cuBLAS/cuDNN/cuSPARSE/cuSOLVER/cuFFT/CUB/Thrust/CUTLASS call sites found no route for this fixture. The exact CUDA symbol is not yet pinned, so this is weaker than a direct dispatch trace."
aten_sparse_intersection_launch_cpu,aten/src/ATen/native/sparse/SparseBinaryOpIntersectionKernel.cpp,launch,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,CUDA_PATH_REVIEWED_NO_EXTERNAL_EVIDENCE,,,MEDIUM,"CUDA support is reported and the reverse audit of cuBLAS/cuDNN/cuSPARSE/cuSOLVER/cuFFT/CUB/Thrust/CUTLASS call sites found no route for this fixture. The exact CUDA symbol is not yet pinned, so this is weaker than a direct dispatch trace."
aten_sparse_matmul_cpu,aten/src/ATen/native/sparse/SparseMatMul.cpp,_csr_matmult,no,NO_DIRECT_CUDA_COUNTERPART,,NO_DIRECT_CUDA_COUNTERPART,,,MEDIUM,The existing exhaustive CUDA-availability audit found no direct counterpart; a public ATen composition may still execute on CUDA.
aten_sparse_matmul_csr_to_coo_cpu,aten/src/ATen/native/sparse/SparseMatMul.cpp,csr_to_coo,no,NO_DIRECT_CUDA_COUNTERPART,,NO_DIRECT_CUDA_COUNTERPART,,,MEDIUM,The existing exhaustive CUDA-availability audit found no direct counterpart; a public ATen composition may still execute on CUDA.
aten_sparse_matmul_maxnnz_cpu,aten/src/ATen/native/sparse/SparseMatMul.cpp,_csr_matmult_maxnnz,no,NO_DIRECT_CUDA_COUNTERPART,,NO_DIRECT_CUDA_COUNTERPART,,,MEDIUM,The existing exhaustive CUDA-availability audit found no direct counterpart; a public ATen composition may still execute on CUDA.
aten_sparse_mul_cpu,aten/src/ATen/native/sparse/SparseTensorMath.cpp,mul_out_sparse_cpu,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,CUDA_PATH_REVIEWED_NO_EXTERNAL_EVIDENCE,,,MEDIUM,"CUDA support is reported and the reverse audit of cuBLAS/cuDNN/cuSPARSE/cuSOLVER/cuFFT/CUB/Thrust/CUTLASS call sites found no route for this fixture. The exact CUDA symbol is not yet pinned, so this is weaker than a direct dispatch trace."
aten_sparse_norm_cpu,aten/src/ATen/native/sparse/SparseTensorMath.cpp,norm_sparse,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,CUDA_PATH_REVIEWED_NO_EXTERNAL_EVIDENCE,,,MEDIUM,"CUDA support is reported and the reverse audit of cuBLAS/cuDNN/cuSPARSE/cuSOLVER/cuFFT/CUB/Thrust/CUTLASS call sites found no route for this fixture. The exact CUDA symbol is not yet pinned, so this is weaker than a direct dispatch trace."
aten_sparse_softmax_offsets_cpu,aten/src/ATen/native/sparse/SoftMax.cpp,get_offsets,no,NO_DIRECT_CUDA_COUNTERPART,,NO_DIRECT_CUDA_COUNTERPART,,,MEDIUM,The existing exhaustive CUDA-availability audit found no direct counterpart; a public ATen composition may still execute on CUDA.
aten_sparse_softmax_pools_cpu,aten/src/ATen/native/sparse/SoftMax.cpp,get_pools,no,NO_DIRECT_CUDA_COUNTERPART,,NO_DIRECT_CUDA_COUNTERPART,,,MEDIUM,The existing exhaustive CUDA-availability audit found no direct counterpart; a public ATen composition may still execute on CUDA.
aten_sparse_sum_backward_cpu,aten/src/ATen/native/sparse/SparseTensorMath.cpp,_sparse_sum_backward_cpu,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,CUDA_PATH_REVIEWED_NO_EXTERNAL_EVIDENCE,,,MEDIUM,"CUDA support is reported and the reverse audit of cuBLAS/cuDNN/cuSPARSE/cuSOLVER/cuFFT/CUB/Thrust/CUTLASS call sites found no route for this fixture. The exact CUDA symbol is not yet pinned, so this is weaker than a direct dispatch trace."
aten_sparse_sum_cpu,aten/src/ATen/native/sparse/SparseTensorMath.cpp,_sparse_sum,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,CUDA_PATH_REVIEWED_NO_EXTERNAL_EVIDENCE,,,MEDIUM,"CUDA support is reported and the reverse audit of cuBLAS/cuDNN/cuSPARSE/cuSOLVER/cuFFT/CUB/Thrust/CUTLASS call sites found no route for this fixture. The exact CUDA symbol is not yet pinned, so this is weaker than a direct dispatch trace."
aten_spdiags_cpu,aten/src/ATen/native/cpu/SparseFactories.cpp,_spdiags_kernel_cpu,no,NO_DIRECT_CUDA_COUNTERPART,,NO_DIRECT_CUDA_COUNTERPART,,,MEDIUM,The existing exhaustive CUDA-availability audit found no direct counterpart; a public ATen composition may still execute on CUDA.
aten_spherical_bessel_j0,aten/src/ATen/native/cpu/spherical_bessel_j0.cpp,spherical_bessel_j0_kernel,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,ATEN_CUDA_KERNEL,aten/src/ATen/native/cuda/spherical_bessel_j0.cu,spherical_bessel_j0_kernel_cuda,HIGH,The exact CUDA dispatch counterpart is pinned and its implementation contains no computational external-library call. Header-only utility types such as thrust::pair are not counted as library algorithms.
aten_split_copy_cpu,aten/src/ATen/native/TensorShape.cpp,split_copy_Tensor_out,yes,NO_EXTERNAL_LIBRARY_CALL_FOUND,,CUDA_PATH_REVIEWED_NO_EXTERNAL_EVIDENCE,,,MEDIUM,"CUDA support is reported and the reverse audit of cuBLAS/cuDNN/cuSPARSE/cuSOLVER/cuFFT/CUB/Thrust/CUTLASS call sites found no route for this fixture. The exact CUDA symbol is not yet pinned, so this is weaker than a direct dispatch trace."
aten_spmm_reduce_arg_cpu,aten/src/ATen/native/cpu/SpmmReduceKernel.cpp,spmm_reduce_arg_kernel,no,NO_DIRECT_CUDA_COUNTERPART,,NO_DIRECT_CUDA_COUNTERPART,,,MEDIUM,The existing exhaustive CUDA-availability audit found no direct counterpart; a public ATen composition may still execute on CUDA.
aten_spmm_reduce_backward_input_arg_cpu,aten/src/ATen/native/cpu/SpmmReduceKernel.cpp,spmm_reduce_backward_input_arg_kernel,no,NO_DIRECT_CUDA_COUNTERPART,,NO_DIRECT_CUDA_COUNTERPART,,,MEDIUM,The existing exhaustive CUDA-availability audit found no direct counterpart; a public ATen composition may still execute on CUDA.
aten_spmm_reduce_backward_input_cpu,aten/src/ATen/native/cpu/SpmmReduceKernel.cpp,spmm_reduce_backward_input_kernel,no,NO_DIRECT_CUDA_COUNTERPART,,NO_DIRECT_CUDA_COUNTERPART,,,MEDIUM,The existing exhaustive CUDA-availability audit found no direct counterpart; a public ATen composition may still execute on CUDA.
aten_spmm_reduce_backward_other_arg_cpu,aten/src/ATen/native/cpu/SpmmReduceKernel.cpp,spmm_reduce_backward_other_arg_kernel,no,NO_DIRECT_CUDA_COUNTERPART,,NO_DIRECT_CUDA_COUNTERPART,,,MEDIUM,The existing exhaustive CUDA-availability audit found no direct counterpart; a public ATen composition may still execute on CUDA.
aten_spmm_reduce_backward_other_cpu,aten/src/ATen/native/cpu/SpmmReduceKernel.cpp,spmm_reduce_backward_other_kernel,no,NO_DIRECT_CUDA_COUNTERPART,,NO_DIRECT_CUDA_COUNTERPART,,,MEDIUM,The existing exhaustive CUDA-availability audit found no direct counterpart; a public ATen composition may still execute on CUDA.
aten_spmm_reduce_cpu,aten/src/ATen/native/cpu/SpmmReduceKernel.cpp,spmm_reduce_kernel,no,NO_DIRECT_CUDA_COUNTERPART,,NO_DIRECT_CUDA_COUNTERPART,,,MEDIUM,The existing exhaustive CUDA-availability audit found no direct counterpart; a public ATen composition may still execute on CUDA.
