kernel,upstream_source,upstream_token,benchmark_api,native_cuda_source,native_cuda_token,native_cuda_provenance,comparability,legal_ratio,semantic_note,shape,adjudication_source,dtype,shape_selection,shape_selection_note,gpu_status,cpu_status,cpu_orin_status,timing_scope
aten_leaky_relu,aten/src/ATen/native/cpu/Activation.cpp,leaky_relu_kernel,torch.leaky_relu,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"shape, dtype, output materialization, and operation semantics aligned",N=4194304,built_in_provenance_rule,f32,EXPLICIT_STRUCTURED_SHAPE,leaky ReLU rewritten through min-max arithmetic,PASS,PASS,PASS,best_of_20_synchronized_wall; warmup=5
aten_lerp,aten/src/ATen/native/cpu/LerpKernel.cpp,lerp_kernel,torch.lerp,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,CURRENT_RECIPE_NOT_EQUIVALENT,no,recipe uses scalar weight; fixture uses tensor weights,N=4194304,native_fixture_adjudication.csv,f32,EXPLICIT_STRUCTURED_SHAPE,full graph,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_lerp_scalar,aten/src/ATen/native/cpu/LerpKernel.cpp,lerp_kernel_scalar,torch.lerp_scalar,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,CURRENT_RECIPE_NOT_EQUIVALENT,no,recipe weight 0.375 differs from fixture 0.3,N=4194304,native_fixture_adjudication.csv,f32,EXPLICIT_STRUCTURED_SHAPE,full graph,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_lerp_scalar_cpu,aten/src/ATen/native/cpu/LerpKernel.cpp,lerp_scalar_kernel,torch.lerp_scalar,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,CURRENT_RECIPE_NOT_EQUIVALENT,no,recipe weight 0.375 differs from fixture 0.3,N=4194304,native_fixture_adjudication.csv,f32,EXPLICIT_STRUCTURED_SHAPE,full graph,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_lerp_tensor_cpu,aten/src/ATen/native/cpu/LerpKernel.cpp,lerp_tensor_kernel,torch.lerp_tensor,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"audited complete operation: shape, dtype, outputs, layout, and fixed parameters align",N=4194304,native_fixture_adjudication.csv,f32,EXPLICIT_STRUCTURED_SHAPE,full graph,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_linear_combination_cpu,aten/src/ATen/native/cpu/FunctionOfAMatrixUtilsKernel.cpp,_compute_linear_combination_cpu_kernel,torch.linear_combination,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,CURRENT_RECIPE_NOT_EQUIVALENT,no,recipe combines three arrays; fixture combines four,N=1048575,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_log,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,log_kernel,torch.log,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"shape, dtype, output materialization, and operation semantics aligned",N=4194304,built_in_provenance_rule,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,PASS,PASS,best_of_20_synchronized_wall; warmup=5
aten_log10,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,log10_kernel,torch.log10,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"audited complete operation: shape, dtype, outputs, layout, and fixed parameters align",N=4194304,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_log1p,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,log1p_kernel,torch.log1p,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"audited complete operation: shape, dtype, outputs, layout, and fixed parameters align",N=4194304,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_log2,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,log2_kernel,torch.log2,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"audited complete operation: shape, dtype, outputs, layout, and fixed parameters align",N=4194304,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_log_normal_cpu,aten/src/ATen/native/cpu/DistributionKernels.cpp,log_normal_kernel,torch.log_normal,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,RNG_OR_FORMULA_SCOPE_MISMATCH,no,recipe and fixture disagree on random generation versus transform scope or on the implemented distribution formula,N=4194304,native_fixture_adjudication.csv,f32,EXPLICIT_STRUCTURED_SHAPE,full graph,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_log_sigmoid_backward_cpu,aten/src/ATen/native/cpu/Activation.cpp,log_sigmoid_backward_cpu_kernel,torch.log_sigmoid,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"audited complete operation: shape, dtype, outputs, layout, and fixed parameters align",N=4194304,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_log_sigmoid_cpu,aten/src/ATen/native/cpu/Activation.cpp,log_sigmoid_cpu_kernel,torch.log_sigmoid,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,CURRENT_RECIPE_NOT_EQUIVALENT,no,recipe omits the fixture buffer output,N=8388608,native_fixture_adjudication.csv,f32,EXPLICIT_STRUCTURED_SHAPE,full stable log-sigmoid and saved buffer through two cuDNN graphs,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_logaddexp,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,logaddexp_kernel,torch.logaddexp,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"shape, dtype, output materialization, and operation semantics aligned",N=4194304,built_in_provenance_rule,f32,EXPLICIT_STRUCTURED_SHAPE,stable max plus log1p-exp graph,PASS,PASS,PASS,best_of_20_synchronized_wall; warmup=5
aten_logaddexp2,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,logaddexp2_kernel,torch.logaddexp2,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"shape, dtype, output materialization, and operation semantics aligned",N=4194304,built_in_provenance_rule,f32,EXPLICIT_STRUCTURED_SHAPE,stable base-two logaddexp graph,PASS,PASS,PASS,best_of_20_synchronized_wall; warmup=5
aten_logit,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,logit_kernel,torch.logit,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,CURRENT_RECIPE_NOT_EQUIVALENT,no,recipe omits fixture eps=0.5,N=4194304,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_logit_backward,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,logit_backward_kernel,torch.logit,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,CURRENT_RECIPE_NOT_EQUIVALENT,no,recipe eps=1e-6 differs from fixture 0.5,N=4194304,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_masked_scale,aten/src/ATen/native/cpu/AmpGradScalerKernels.cpp,_amp_foreach_non_finite_check_and_unscale_cpu_kernel,torch.masked_scale,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,CURRENT_RECIPE_NOT_EQUIVALENT,no,recipe adds a mask and uses 0.75; fixture is unmasked x*0.5,N=4194304,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_max_all_cpu,aten/src/ATen/native/cpu/ReduceAllOpsKernel.cpp,max_all_kernel_impl,torch.max_all,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_BENCHMARK_DOMAIN,yes,audited for generated finite inputs; NaN/corner semantics are excluded from this fixed benchmark instance,N=4194304,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_max_pool2d,aten/src/ATen/native/cpu/MaxPoolKernel.cpp,max_pool2d,torch.nn.functional.max_pool2d,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"shape, dtype, output materialization, and operation semantics aligned",B=16_C=32_H=128_W=128_K=2_S=2,built_in_provenance_rule,f32,EXPLICIT_STRUCTURED_SHAPE,full 2x2 stride-2 max pooling through cuDNN,PASS,PASS,PASS,best_of_20_synchronized_wall; warmup=5
aten_max_reduce_cpu,aten/src/ATen/native/cpu/TensorCompareKernel.cpp,max_kernel_impl,torch.max_reduce,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_BENCHMARK_DOMAIN,yes,audited for generated finite inputs; NaN/corner semantics are excluded from this fixed benchmark instance,N=4194304,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_max_values_cpu,aten/src/ATen/native/cpu/ReduceOpsKernel.cpp,max_values_kernel_impl,torch.max_values,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_BENCHMARK_DOMAIN,yes,audited for generated finite inputs; NaN/corner semantics are excluded from this fixed benchmark instance,K=2897_R=1448,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_maximum,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,maximum_kernel,torch.maximum,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_BENCHMARK_DOMAIN,yes,audited for generated finite inputs; NaN/corner semantics are excluded from this fixed benchmark instance,N=4194304,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_mean,aten/src/ATen/native/ReduceOps.cpp,mean,torch.mean,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"shape, dtype, output materialization, and operation semantics aligned",N=4194304,built_in_provenance_rule,f64,EXPLICIT_STRUCTURED_SHAPE,full FP64 mean reduction,PASS,PASS,PASS,best_of_20_synchronized_wall; warmup=5
aten_min_all_cpu,aten/src/ATen/native/cpu/ReduceAllOpsKernel.cpp,min_all_kernel_impl,torch.min_all,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_BENCHMARK_DOMAIN,yes,audited for generated finite inputs; NaN/corner semantics are excluded from this fixed benchmark instance,N=4194304,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_min_reduce_cpu,aten/src/ATen/native/cpu/TensorCompareKernel.cpp,min_kernel_impl,torch.min_reduce,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_BENCHMARK_DOMAIN,yes,audited for generated finite inputs; NaN/corner semantics are excluded from this fixed benchmark instance,N=4194304,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_min_values_cpu,aten/src/ATen/native/cpu/ReduceOpsKernel.cpp,min_values_kernel_impl,torch.min_values,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_BENCHMARK_DOMAIN,yes,audited for generated finite inputs; NaN/corner semantics are excluded from this fixed benchmark instance,K=2897_R=1448,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_minimum,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,minimum_kernel,torch.minimum,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_BENCHMARK_DOMAIN,yes,audited for generated finite inputs; NaN/corner semantics are excluded from this fixed benchmark instance,N=4194304,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_mish,aten/src/ATen/native/cpu/Activation.cpp,mish_kernel,torch.mish,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"shape, dtype, output materialization, and operation semantics aligned",N=4194304,built_in_provenance_rule,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,PASS,PASS,best_of_20_synchronized_wall; warmup=5
aten_mish_backward,aten/src/ATen/native/cpu/Activation.cpp,mish_backward_kernel,torch.ops.aten.mish_backward,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"shape, dtype, output materialization, and operation semantics aligned",N=4194304,built_in_provenance_rule,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,PASS,PASS,best_of_20_synchronized_wall; warmup=5
aten_mm,aten/src/ATen/native/LinearAlgebra.cpp,TORCH_IMPL_FUNC(mm_out_cpu),torch.mm,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"shape, dtype, output materialization, and operation semantics aligned",M=512_N=512_K=512,built_in_provenance_rule,f64,EXPLICIT_STRUCTURED_SHAPE,full FP64 matrix multiplication,PASS,PASS,PASS,best_of_20_synchronized_wall; warmup=5
aten_mse_backward,aten/src/ATen/native/cpu/PointwiseOpsKernel.cpp,mse_backward_cpu_kernel,torch.mse,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,CURRENT_RECIPE_NOT_EQUIVALENT,no,recipe has elementwise grad/normalization; fixture has one scalar multiplier,N=4194304,native_fixture_adjudication.csv,f32,EXPLICIT_STRUCTURED_SHAPE,full graph,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_mse_elementwise,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,mse_kernel,torch.mse,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"audited complete operation: shape, dtype, outputs, layout, and fixed parameters align",N=4194304,native_fixture_adjudication.csv,f32,EXPLICIT_STRUCTURED_SHAPE,full graph,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_mse_loss,aten/src/ATen/native/Loss.cpp,mse_loss,torch.nn.functional.mse_loss,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"shape, dtype, output materialization, and operation semantics aligned",N=4194304,built_in_provenance_rule,f32,EXPLICIT_STRUCTURED_SHAPE,partial graph plus reduction,PASS,PASS,PASS,best_of_20_synchronized_wall; warmup=5
aten_mul,aten/src/ATen/native/cpu/BinaryOpsKernel.cpp,mul_kernel,torch.mul,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"shape, dtype, output materialization, and operation semantics aligned",N=4194304,built_in_provenance_rule,f32,EXPLICIT_STRUCTURED_SHAPE,generic graph multiply,PASS,PASS,PASS,best_of_20_synchronized_wall; warmup=5
aten_mv,aten/src/ATen/native/Blas.cpp,Tensor &mv_out,torch.mv,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"shape, dtype, output materialization, and operation semantics aligned",M=4096_K=1024,built_in_provenance_rule,f64,EXPLICIT_STRUCTURED_SHAPE,full FP64 GEMV accumulation,PASS,PASS,PASS,best_of_20_synchronized_wall; warmup=5
aten_nansum_cpu,aten/src/ATen/native/cpu/SumKernel.cpp,nansum_kernel_impl,torch.nansum,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"audited complete operation: shape, dtype, outputs, layout, and fixed parameters align",R=131072_K=64,native_fixture_adjudication.csv,f32,EXPLICIT_STRUCTURED_SHAPE,full NaN-filtered row reduction through CUB transform plus segmented sum,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_narrow_copy_dense_cpu,aten/src/ATen/native/TensorShape.cpp,narrow_copy_dense_cpu_out,torch.narrow_copy_dense,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,CURRENT_RECIPE_NOT_EQUIVALENT,no,recipe narrows the wrong dimension and extent,C=2897_L=724_R=1448,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_neg,aten/src/ATen/native/cpu/UnaryOpsKernel.cpp,neg_kernel,torch.neg,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"shape, dtype, output materialization, and operation semantics aligned",N=4194304,built_in_provenance_rule,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,PASS,PASS,best_of_20_synchronized_wall; warmup=5
aten_nested_all_cpu,aten/src/ATen/native/nested/NestedTensorMath.cpp,NestedTensor_all,torch.nested_all,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,NO_EXECUTABLE_NATIVE_BASELINE,no,no successful native CUDA recipe/timing; an operation adapter must be implemented and audited,B=724_N=5793,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,MISSING,MISSING,SKIP,best_of_20_synchronized_wall; warmup=5
aten_nested_batch_offsets_cpu,aten/src/ATen/native/nested/NestedTensorTransformerFunctions.cpp,NestedTensor_batch_offsets_from_size_tensor,torch.None,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,NO_EXECUTABLE_NATIVE_BASELINE,no,no successful native CUDA recipe/timing; an operation adapter must be implemented and audited,B=4194302,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,MISSING,MISSING,SKIP,best_of_20_synchronized_wall; warmup=5
aten_nested_bmm_cpu,aten/src/ATen/native/nested/NestedTensorMatmul.cpp,bmm_nested,torch.nested_bmm,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,NO_EXECUTABLE_NATIVE_BASELINE,no,no successful native CUDA recipe/timing; an operation adapter must be implemented and audited,B=83_K=248_M=165_N=206,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,MISSING,MISSING,SKIP,best_of_20_synchronized_wall; warmup=5
aten_nested_clone_cpu,aten/src/ATen/native/nested/NestedTensorFactories.cpp,clone_nested,torch.nested_clone,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,LAYOUT_OR_STORAGE_PROXY,no,"recipe measures related dense/complex value arithmetic but layout, materialization, or container semantics differ",B=724_N=5793,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_nested_matmul_broadcast_cpu,aten/src/ATen/native/nested/NestedTensorMatmul.cpp,matmul_nested_with_broadcasted_dense,torch.nested_matmul_broadcast,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,CURRENT_RECIPE_NOT_EQUIVALENT,no,recipe is bilinear; fixture is broadcast batched matmul,B=89_K=266_M=178_N=222,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_nested_softmax_backward_cpu,aten/src/ATen/native/nested/NestedTensorBackward.cpp,nested_softmax_backward,torch.ops.aten._softmax_backward_data,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,INTERNAL_STAGE_OR_DENSE_MATH_PROXY,no,"times equivalent dense/value arithmetic, not full sparse or nested-tensor dispatch/storage semantics",B=65536_N=64,built_in_provenance_rule,f32,EXPLICIT_STRUCTURED_SHAPE,partial graph epilogue,PASS,PASS,PASS,best_of_20_synchronized_wall; warmup=5
aten_nested_squeeze_cpu,aten/src/ATen/native/nested/NestedTensorMath.cpp,squeeze_dim_nested,torch.nested_squeeze,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,LAYOUT_OR_STORAGE_PROXY,no,"recipe measures related dense/complex value arithmetic but layout, materialization, or container semantics differ",B=724_N=5793,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_nested_sum_backward_cpu,aten/src/ATen/native/nested/NestedTensorBackward.cpp,_nested_sum_backward_cpu,expand + clone (materialized dense output),,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_MATERIALIZED_COMPOSITION,yes_composition,"same dense result and layout, implemented by multiple ATen operations",B=724_N=5793,built_in_provenance_rule,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,PASS,PASS,best_of_20_synchronized_wall; warmup=5
aten_nested_sum_dim_cpu,aten/src/ATen/native/nested/NestedTensorMath.cpp,NestedTensor_sum_dim_CPU,torch.nested_sum_dim,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,NO_EXECUTABLE_NATIVE_BASELINE,no,no successful native CUDA recipe/timing; an operation adapter must be implemented and audited,B=724_N=5793,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,MISSING,MISSING,SKIP,best_of_20_synchronized_wall; warmup=5
aten_norm_cpu,aten/src/ATen/native/cpu/ReduceOpsKernel.cpp,norm_kernel_tensor_iterator_impl,torch.norm,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"shape, dtype, output materialization, and operation semantics aligned",K=2897_R=1448,built_in_provenance_rule,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,PASS,PASS,best_of_20_synchronized_wall; warmup=5
aten_normal_cpu,aten/src/ATen/native/cpu/DistributionKernels.cpp,normal_kernel,torch.log_normal,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,RNG_OR_FORMULA_SCOPE_MISMATCH,no,recipe and fixture disagree on random generation versus transform scope or on the implemented distribution formula,N=4194304,native_fixture_adjudication.csv,f32,EXPLICIT_STRUCTURED_SHAPE,full graph,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_or_reduce_cpu,aten/src/ATen/native/cpu/ReduceOpsKernel.cpp,or_kernel_impl,torch.or_reduce,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,CURRENT_RECIPE_NOT_EQUIVALENT,no,recipe returns bool from float predicates; fixture reduces int32 to int32,K=2897_R=1448,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_outer,aten/src/ATen/native/LinearAlgebra.cpp,outer,torch.outer,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"shape, dtype, output materialization, and operation semantics aligned",M=2048_N=2048,built_in_provenance_rule,f64,EXPLICIT_STRUCTURED_SHAPE,full FP64 outer product,PASS,PASS,PASS,best_of_20_synchronized_wall; warmup=5
aten_pixel_shuffle,aten/src/ATen/native/PixelShuffle.cpp,pixel_shuffle,torch.pixel_shuffle,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"audited complete operation: shape, dtype, outputs, layout, and fixed parameters align",B=9_C=14_H=19_R=9_W=19,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_pixel_shuffle_cpu_backend,aten/src/ATen/native/cpu/PixelShuffleKernel.cpp,pixel_shuffle_kernel_impl,torch.pixel_shuffle_cpu_backend,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"audited complete operation: shape, dtype, outputs, layout, and fixed parameters align",B=4_C=13_H=34_RATIO=9_W=34,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
aten_pixel_unshuffle_cpu_backend,aten/src/ATen/native/cpu/PixelShuffleKernel.cpp,pixel_unshuffle_kernel_impl,torch.pixel_unshuffle_cpu_backend,,,MEASURED_CUDA_DISPATCH_SOURCE_NOT_PINNED,EXACT_ATEN_OPERATION,yes,"audited complete operation: shape, dtype, outputs, layout, and fixed parameters align",B=4_C=13_H=34_RATIO=9_W=34,native_fixture_adjudication.csv,f32,AUTO_SCALE_LARGEST_ARRAY_APPROX_4194304,uniformly scale extracted dimensions; preserve ratios; minimum dimension 2,PASS,MISSING,PASS,best_of_20_synchronized_wall; warmup=5
